,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,yes_Or_no
5235,702321140488925184,0,0,2016-02-24 02:36:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please enjoy this picture as much as I did. 12/10 https://t.co/7u8mM99Tj5,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/702321140488925184/photo/1,https://twitter.com/dog_rates/status/702321140488925184/photo/1,https://twitter.com/dog_rates/status/702321140488925184/photo/1,https://twitter.com/dog_rates/status/702321140488925184/photo/1",12,10,None,pupper,0
5236,702276748847800320,0,0,2016-02-23 23:39:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10 https://t.co/rSNCEiTtfI",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/702276748847800320/photo/1,11,10,None,pupper,0
5237,702217446468493312,0,0,2016-02-23 19:44:20+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10 https://t.co/y35Y1TJERY",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/702217446468493312/photo/1,9,10,None,pupper,0
5243,701545186879471618,0,0,2016-02-21 23:13:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper https://t.co/SDVkc4m96M,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/701545186879471618/photo/1,10,10,Millie,pupper,1
5244,701214700881756160,0,0,2016-02-21 01:19:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/701214700881756160/photo/1,12,10,None,pupper,0
5246,700864154249383937,0,0,2016-02-20 02:06:50+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell https://t.co/ItSsE92gCW",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/700864154249383937/photo/1,12,10,None,pupper,1
5254,700151421916807169,0,0,2016-02-18 02:54:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10 https://t.co/o9aJVPB25n,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/700151421916807169/photo/1,11,10,None,pupper,1
5255,700143752053182464,0,0,2016-02-18 02:24:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https://t.co/Fbdr5orUrJ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/700143752053182464/photo/1,10,10,None,pupper,1
5259,699801817392291840,0,0,2016-02-17 03:45:29+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper https://t.co/qI8yvqKG02,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1",11,10,Cooper,pupper,1
5261,699779630832685056,0,0,2016-02-17 02:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Take all my money. 10/10 https://t.co/B28ebc5LzQ,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/699779630832685056/photo/1,https://twitter.com/dog_rates/status/699779630832685056/photo/1",10,10,None,pupper,0
5265,699434518667751424,0,0,2016-02-16 03:25:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 https://t.co/hTE2PEwGvi,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/699434518667751424/photo/1,12,10,None,pupper,1
5266,699423671849451520,0,0,2016-02-16 02:42:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Don't ever talk to me or my son again."" ...both 10/10 https://t.co/b8ncwl6TlE",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/699423671849451520/photo/1,10,10,None,pupper,0
5269,699323444782047232,0,0,2016-02-15 20:04:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I'm bathing the children what do you want?""  ...both 10/10 https://t.co/Rizm1LWh4z",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/699323444782047232/photo/1,10,10,None,pupper,0
5272,699072405256409088,0,0,2016-02-15 03:27:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ERMAHGERD 12/10 please enjoy https://t.co/7WrAWKdBac,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/699072405256409088/video/1,12,10,None,pupper,0
5273,699036661657767936,0,0,2016-02-15 01:05:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/699036661657767936/photo/1,13,10,None,pupper,1
5276,698907974262222848,0,0,2016-02-14 16:33:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This dog is never sure if he's doing the right thing. 10/10 https://t.co/GXq43zFfBu,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/698907974262222848/photo/1,https://twitter.com/dog_rates/status/698907974262222848/photo/1,https://twitter.com/dog_rates/status/698907974262222848/photo/1",10,10,None,pupper,0
5279,698635131305795584,0,0,2016-02-13 22:29:29+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) https://t.co/rb8nzVNh7F,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/698635131305795584/video/1,12,10,None,pupper,0
5286,697995514407682048,0,0,2016-02-12 04:07:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Dammit hooman quit playin I jus wanna wheat thin"" 11/10 https://t.co/yAASRDPJnQ",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/697995514407682048/photo/1,11,10,None,pupper,0
5290,697616773278015490,0,0,2016-02-11 03:02:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10 https://t.co/Jxd5pR02Cn,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/697616773278015490/photo/1,https://twitter.com/dog_rates/status/697616773278015490/photo/1",11,10,None,pupper,1
5291,697596423848730625,0,0,2016-02-11 01:42:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10 https://t.co/5USjFjKI7Z,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/697596423848730625/photo/1,11,10,None,pupper,1
5294,697463031882764288,0,0,2016-02-10 16:51:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy Wednesday here's a bucket of pups. 44/40 would pet all at once https://t.co/HppvrYuamZ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/697463031882764288/photo/1,44,40,None,pupper,0
5300,696894894812565505,0,0,2016-02-09 03:14:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These two pirates crashed their ship and don't know what to do now. Very irresponsible of them. Both 9/10 https://t.co/RJvUjgGH5z,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/696894894812565505/photo/1,9,10,None,pupper,0
5301,696886256886657024,0,0,2016-02-09 02:40:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys I found the dog from Up. 12/10 https://t.co/WqoZtX9jmJ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/696886256886657024/photo/1,12,10,None,pupper,0
5304,696713835009417216,0,0,2016-02-08 15:14:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/696713835009417216/photo/1,9,10,Trevith,pupper,1
5305,696488710901260288,0,0,2016-02-08 00:20:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 revolutionary af https://t.co/zKzq4nIY86,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/696488710901260288/photo/1,12,10,None,pupper,0
5307,695816827381944320,0,0,2016-02-06 03:50:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a dog enjoying a sunset. 11/10 would trade lives with https://t.co/VsQdLxrv9h,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/695816827381944320/photo/1,11,10,None,pupper,0
5309,695767669421768709,675349384339542016,4196983835,2016-02-06 00:35:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If you are aware of who is making these please let me know. 13/10 vroom vroom https://t.co/U0D1sbIDrG,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/695767669421768709/photo/1,13,10,None,pupper,0
5311,695446424020918272,0,0,2016-02-05 03:18:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af https://t.co/f9qlKiv39T,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/695446424020918272/photo/1,12,10,None,pupper,0
5314,695095422348574720,0,0,2016-02-04 04:03:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/695095422348574720/photo/1,12,10,just,pupper,1
5315,695074328191332352,0,0,2016-02-04 02:40:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt https://t.co/dH3GzcjCtQ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/695074328191332352/photo/1,11,10,Lorenzo,pupper,1
5320,694356675654983680,670668383499735040,4196983835,2016-02-02 03:08:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/694356675654983680/photo/1,10,10,None,pupper,1
5322,694329668942569472,0,0,2016-02-02 01:21:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/694329668942569472/photo/1,9,10,Grady,pupper,1
5323,694206574471057408,0,0,2016-02-01 17:11:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days."" 10/10 https://t.co/Sd4qAdSRqI",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/694206574471057408/photo/1,10,10,None,pupper,0
5329,693629975228977152,0,0,2016-01-31 03:00:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is afraid of its own feet. 12/10 would comfort https://t.co/Tn9Mp0oPoJ,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/693629975228977152/photo/1,https://twitter.com/dog_rates/status/693629975228977152/photo/1",12,10,None,pupper,1
5330,693622659251335168,0,0,2016-01-31 02:31:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you keepin the popcorn bucket in your lap and she reach for some... 10/10 https://t.co/a1IrjaID3X,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/693622659251335168/photo/1,10,10,None,pupper,0
5334,693262851218264065,0,0,2016-01-30 02:41:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I hope you guys enjoy this beautiful snowy pupper as much as I did. 11/10 https://t.co/DYUsHtL2aR,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/693262851218264065/photo/1,11,10,None,pupper,1
5337,693109034023534592,0,0,2016-01-29 16:30:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Thank you friend that was a swell petting"" 11/10 (vid by @MatthewjamesMac) https://t.co/NY3cPAZAIM",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/693109034023534592/video/1,11,10,None,pupper,0
5338,693095443459342336,0,0,2016-01-29 15:36:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/693095443459342336/photo/1,10,10,Milo,pupper,1
5339,692919143163629568,0,0,2016-01-29 03:56:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please only send in dogs. Don't submit other things like this pic of Kenny Chesney in a bathtub. Thank you. 9/10 https://t.co/TMpDHHGspy,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/692919143163629568/photo/1,9,10,None,pupper,0
5340,692905862751522816,0,0,2016-01-29 03:03:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/692905862751522816/photo/1,10,10,Wally,pupper,1
5341,692901601640583168,0,0,2016-01-29 02:46:29+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Fuck the system"" 10/10 https://t.co/N0OADmCnVV",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/692901601640583168/photo/1,10,10,None,pupper,0
5343,692828166163931137,0,0,2016-01-28 21:54:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper just descended from heaven. 12/10 can probably fly https://t.co/X6X9wM7NuS,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/692828166163931137/photo/1,12,10,None,pupper,1
5344,692752401762250755,0,0,2016-01-28 16:53:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Hello yes could I get one pupper to go please thank you""
Both 13/10 https://t.co/kYWcXbluUu",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/692752401762250755/photo/1,13,10,None,pupper,1
5349,692187005137076224,0,0,2016-01-27 03:26:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a rare Arctic Wubberfloof. Unamused by the happenings. No longer has the appetites. 12/10 would totally hug https://t.co/krvbacIX0N,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/692187005137076224/photo/1,https://twitter.com/dog_rates/status/692187005137076224/photo/1,https://twitter.com/dog_rates/status/692187005137076224/photo/1",12,10,None,pupper,0
5351,692142790915014657,692041934689402880,4196983835,2016-01-27 00:31:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1",13,10,None,pupper,0
5354,691756958957883396,0,0,2016-01-25 22:58:05+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THE BRITISH ARE COMING
THE BRITISH ARE COMING
10/10 https://t.co/frGWV7IP6J",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/691756958957883396/photo/1,10,10,None,pupper,0
5356,691483041324204033,0,0,2016-01-25 04:49:38+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When bae says they can't go out but you see them with someone else that same night. 5/10 &amp; 10/10 for heartbroken pup https://t.co/aenk0KpoWM,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1",5,10,None,pupper,0
